"0","ht6t39im","5.343350410461426","1b-rope-loss-v-len-NYapdB","0"
"0","ht6t39im","4.543978214263916","1b-rope-loss-v-len-NYapdB","1"
"0","ht6t39im","4.29875373840332","1b-rope-loss-v-len-NYapdB","2"
"0","ht6t39im","4.114111423492432","1b-rope-loss-v-len-NYapdB","3"
"0","ht6t39im","3.974092960357666","1b-rope-loss-v-len-NYapdB","4"
"0","ht6t39im","3.8361382484436035","1b-rope-loss-v-len-NYapdB","5"
"0","ht6t39im","3.735568046569824","1b-rope-loss-v-len-NYapdB","6"
"0","ht6t39im","3.673478841781616","1b-rope-loss-v-len-NYapdB","7"
"0","ht6t39im","3.5895776748657227","1b-rope-loss-v-len-NYapdB","8"
"0","ht6t39im","3.5211026668548584","1b-rope-loss-v-len-NYapdB","9"
"0","ht6t39im","3.4501776695251465","1b-rope-loss-v-len-NYapdB","10"
"0","ht6t39im","3.380270481109619","1b-rope-loss-v-len-NYapdB","11"
"0","ht6t39im","3.335395097732544","1b-rope-loss-v-len-NYapdB","12"
"0","ht6t39im","3.2910938262939453","1b-rope-loss-v-len-NYapdB","13"
"0","ht6t39im","3.245471715927124","1b-rope-loss-v-len-NYapdB","14"
"0","ht6t39im","3.2090470790863037","1b-rope-loss-v-len-NYapdB","15"
"0","ht6t39im","3.1881043910980225","1b-rope-loss-v-len-NYapdB","16"
"0","ht6t39im","3.156291961669922","1b-rope-loss-v-len-NYapdB","17"
"0","ht6t39im","3.126887798309326","1b-rope-loss-v-len-NYapdB","18"
"0","ht6t39im","3.1065356731414795","1b-rope-loss-v-len-NYapdB","19"
"0","ht6t39im","3.0963215827941895","1b-rope-loss-v-len-NYapdB","20"
"0","ht6t39im","3.0748331546783447","1b-rope-loss-v-len-NYapdB","21"
"0","ht6t39im","3.0665202140808105","1b-rope-loss-v-len-NYapdB","22"
"0","ht6t39im","3.0463671684265137","1b-rope-loss-v-len-NYapdB","23"
"0","ht6t39im","3.038360357284546","1b-rope-loss-v-len-NYapdB","24"
"0","ht6t39im","3.0243027210235596","1b-rope-loss-v-len-NYapdB","25"
"0","ht6t39im","3.0142011642456055","1b-rope-loss-v-len-NYapdB","26"
"0","ht6t39im","3.003291606903076","1b-rope-loss-v-len-NYapdB","27"
"0","ht6t39im","3.0016837120056152","1b-rope-loss-v-len-NYapdB","28"
"0","ht6t39im","2.9840054512023926","1b-rope-loss-v-len-NYapdB","29"
